SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,,Multi-Family (2-4 Unit),7391 34th St N,Pinellas Park,FL,33781,228000,,2.0,,1296,7614,1981,,176,,,,,http://www.redfin.com/FL/Pinellas-Park/7391-34th-St-N-33781/home/48135489,,,N,Y,27.83872,-82.6794029
PAST SALE,May-25-2021,Multi-Family (2-4 Unit),4620 Sunnydale Ln N,ST PETERSBURG,FL,33709,298000,4,2.0,SUNNYDALE NORTHSIDE ANNEX,1404,7636,1971,2,212,,Sold,,,http://www.redfin.com/FL/St-Petersburg/4620-Sunnydale-Ln-N-33709/home/47934969,Stellar MLS,U8118411,N,Y,27.8140082,-82.7346404
PAST SALE,April-2-2021,Multi-Family (2-4 Unit),720 7th St N #2,ST PETERSBURG,FL,33701,460000,3,3.0,"KINYON &WOODS ADD BLK A, LOT 8",1791,7449,1970,55,257,,Sold,,,http://www.redfin.com/FL/St-Petersburg/720-7th-St-N-33701/unit-2/home/174458513,Stellar MLS,U8109951,N,Y,27.7798955,-82.6428799
PAST SALE,,Multi-Family (2-4 Unit),2631 15th Ave N,St. Petersburg,FL,33713,320000,,3.0,,1676,6874,1951,,191,,,,,http://www.redfin.com/FL/St-Petersburg/2631-15th-Ave-N-33713/home/48015671,,,N,Y,27.7867114,-82.6698837
PAST SALE,April-20-2021,Multi-Family (2-4 Unit),6511 76th Ave N,PINELLAS PARK,FL,33781,314900,4,2.0,PINELLAS PARK 1ST ADD,1418,6011,1958,37,222,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/6511-76th-Ave-N-33781/home/48162626,Stellar MLS,U8107415,N,Y,27.8405337,-82.7266428
PAST SALE,,Multi-Family (2-4 Unit),906 8th Ave SW,Largo,FL,33770,250000,,3.0,,1530,12223,1951,,163,,,,,http://www.redfin.com/FL/Largo/906-8th-Ave-SW-33770/home/48206273,,,N,Y,27.9096617,-82.798093
PAST SALE,May-27-2021,Multi-Family (5+ Unit),13330 3rd St E,MADEIRA BEACH,FL,33708,675000,,,PAGES REP OF MITCHELLS BEACH,3216,8124,1972,1,210,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/13330-3rd-St-E-33708/home/48025769,Stellar MLS,U8095672,N,Y,27.7913679,-82.7860495
PAST SALE,March-19-2021,Multi-Family (2-4 Unit),14200 E Parsley Dr,MADEIRA BEACH,FL,33708,585000,,,GULF SHORES 6TH ADD REP,1822,12937,1948,69,321,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/14200-E-Parsley-Dr-33708/home/47981377,Stellar MLS,U8111977,N,Y,27.7997344,-82.7901345
PAST SALE,May-19-2021,Multi-Family (2-4 Unit),3800 2nd Ave N,ST PETERSBURG,FL,33713,350000,4,3.0,CENTRAL AVE HEIGHTS,1641,6347,1946,8,213,,Sold,,,http://www.redfin.com/FL/St-Petersburg/3800-2nd-Ave-N-33713/home/48094987,Stellar MLS,T3300053,N,Y,27.7726183,-82.6849847
PAST SALE,,Multi-Family (2-4 Unit),7001 1st Ave S,St. Petersburg,FL,33707,300000,,3.0,,2064,7501,1952,,145,,,,,http://www.redfin.com/FL/St-Petersburg/7001-1st-Ave-S-33707/home/48068019,,,N,Y,27.770222,-82.735472
PAST SALE,,Multi-Family (5+ Unit),714 Grove St N,St. Petersburg,FL,33701,575000,,3.0,,1090,5767,1925,,528,,,,,http://www.redfin.com/FL/St-Petersburg/714-Grove-St-N-33701/home/48053224,,,N,Y,27.7797717,-82.6438498
PAST SALE,April-19-2021,Multi-Family (2-4 Unit),246 144th Ave,MADEIRA BEACH,FL,33708,375000,2,2.0,MADEIRA SHORES 1ST ADD,924,3642,1949,38,406,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/246-144th-Ave-33708/home/47981482,Stellar MLS,U8114730,N,Y,27.8000453,-82.7943455
PAST SALE,May-3-2021,Multi-Family (2-4 Unit),5127 27th Ave S Unit 1 and 2,GULFPORT,FL,33707,508000,4,2.0,VETERAN PARK,2546,9200,1973,24,200,,Sold,,,http://www.redfin.com/FL/Gulfport/5127-27th-Ave-S-33707/unit-1-and-2/home/174782135,Stellar MLS,U8117389,N,Y,27.7437002,-82.7032019
PAST SALE,,Multi-Family (2-4 Unit),6674 5th Ave N,St. Petersburg,FL,33710,500000,,4.0,,3300,6098,1956,,152,,,,,http://www.redfin.com/FL/St-Petersburg/6674-5th-Ave-N-33710/home/48067382,,,N,Y,27.7769117,-82.730099
PAST SALE,May-12-2021,Multi-Family (2-4 Unit),1605 23rd Ave N,ST PETERSBURG,FL,33713,352500,4,2.0,WOODHURST SUB,1216,5776,1925,15,290,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1605-23rd-Ave-N-33713/home/47998823,Stellar MLS,U8115694,N,Y,27.7930839,-82.6552435
PAST SALE,April-20-2021,Multi-Family (2-4 Unit),13133 3rd St E,MADEIRA BEACH,FL,33708,385000,2,2.0,PAGES REP OF MITCHELLS BEACH,1146,4160,1946,37,336,,Sold,,,http://www.redfin.com/FL/Madeira-Beach/13133-3rd-St-E-33708/home/48025975,Stellar MLS,U8111371,N,Y,27.7897495,-82.7840596
PAST SALE,April-23-2021,Multi-Family (2-4 Unit),4860 82nd Ave N,PINELLAS PARK,FL,33781,420000,7,4.0,ALLAMANDA PARK,2817,6447,1959,34,149,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/4860-82nd-Ave-N-33781/home/48151831,Stellar MLS,U8115808,N,Y,27.8462632,-82.6996166
PAST SALE,,Multi-Family (5+ Unit),2715 54th St S,Gulfport,FL,33707,361000,,5.0,,2690,11522,1930,,134,,,,,http://www.redfin.com/FL/Gulfport/2715-54th-St-S-33707/home/48211213,,,N,Y,27.7428947,-82.7069554
PAST SALE,,Multi-Family (2-4 Unit),14600 63rd Way N,Clearwater,FL,33760,232000,,2.0,,1780,12706,1979,,130,,,,,http://www.redfin.com/FL/Clearwater/14600-63rd-Way-N-33760/home/47920616,,,N,Y,27.9050636,-82.723787
PAST SALE,March-31-2021,Multi-Family (2-4 Unit),470 93rd Ave N,ST PETERSBURG,FL,33702,285000,4,2.0,BAYBRIDGE HEIGHTS,1378,6434,1973,57,207,,Sold,,,http://www.redfin.com/FL/St-Petersburg/470-93rd-Ave-N-33702/home/48066026,Stellar MLS,U8111825,N,Y,27.856369,-82.640508
PAST SALE,,Multi-Family (2-4 Unit),2201 1st St,Indian Rocks Beach,FL,33785,605000,,2.0,,1680,7200,1981,,360,,,,,http://www.redfin.com/FL/Indian-Rocks-Beach/2201-1st-St-33785/home/47879147,,,N,Y,27.9040189,-82.8462034
PAST SALE,April-6-2021,Multi-Family (2-4 Unit),15492 Westminister Ave,CLEARWATER,FL,33760,370000,5,2.0,HIGH POINT,1908,6800,1973,51,194,,Sold,,,http://www.redfin.com/FL/Clearwater/15492-Westminister-Ave-33760/home/48206587,Stellar MLS,T3284020,N,Y,27.9132759,-82.7095167
PAST SALE,May-22-2021,Multi-Family (2-4 Unit),2435 DR Martin Luther King JR St S,ST PETERSBURG,FL,33705,188800,,,PALLANZA PARK ADD,1148,4996,1956,5,164,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2435-Dr-M-L-K-Jr-St-S-33705/home/48242406,Stellar MLS,T3303830,N,Y,27.7459551,-82.6468883
PAST SALE,,Multi-Family (2-4 Unit),8334 Diagonal Rd N #2,St. Petersburg,FL,33702,590000,,4.0,,2924,8006,1925,,202,,,,,http://www.redfin.com/FL/St-Petersburg/8334-Diagonal-Rd-N-33702/unit-2/home/48175477,,,N,Y,27.8483859,-82.637953
PAST SALE,,Multi-Family (2-4 Unit),29 Westwood Ter N,St. Petersburg,FL,33710,245000,,2.0,,1620,14397,1951,,151,,,,,http://www.redfin.com/FL/St-Petersburg/29-Westwood-Ter-N-33710/home/48067988,,,N,Y,27.7716941,-82.7330915
PAST SALE,May-18-2021,Multi-Family (2-4 Unit),1115 Highland St N,ST PETERSBURG,FL,33701,510000,4,3.0,MILLERS P L,1372,5467,1925,9,372,,Sold,,,http://www.redfin.com/FL/St-Petersburg/1115-Highland-St-N-33701/home/48054207,Stellar MLS,U8115750,N,Y,27.7829849,-82.6453988
PAST SALE,,Multi-Family (2-4 Unit),7251 63rd St N,Pinellas Park,FL,33781,230000,,4.0,,1700,7505,2001,,135,,,,,http://www.redfin.com/FL/Pinellas-Park/7251-63rd-St-N-33781/home/48249672,,,N,Y,27.838429,-82.722244
PAST SALE,May-4-2021,Multi-Family (2-4 Unit),117 25th St N,ST PETERSBURG,FL,33713,285000,4,3.0,ST PETERSBURG INVESTMENT CO SUB,1454,2252,1922,23,196,,Sold,,,http://www.redfin.com/FL/St-Petersburg/117-25th-St-N-33713/home/48105847,Stellar MLS,U8114705,N,Y,27.7724729,-82.6669834
PAST SALE,,Multi-Family (2-4 Unit),6526 42nd Ave N,Kenneth City,FL,33709,235000,,2.0,,1440,8965,1959,,163,,,,,http://www.redfin.com/FL/Kenneth-City/6526-42nd-Ave-N-33709/home/47922939,,,N,Y,27.8097545,-82.7273699
PAST SALE,,Single Family Residential,2811 58th Ave N,St. Petersburg,FL,33714,220000,,1.0,,864,5349,2000,,255,,,,,http://www.redfin.com/FL/St-Petersburg/2811-58th-Ave-N-33714/home/48228495,,,N,Y,27.824968,-82.671682
PAST SALE,March-4-2021,Multi-Family (2-4 Unit),2954 Dartmouth Ave N,ST PETERSBURG,FL,33713,540000,,,HALLS CENTRAL AVE 2,2344,6351,1923,84,230,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2954-Dartmouth-Ave-N-33713/home/48105081,Stellar MLS,U8096055,N,Y,27.7762532,-82.6736382
PAST SALE,March-8-2021,Multi-Family (2-4 Unit),3734 67th Ave N,PINELLAS PARK,FL,33781,249900,,,SUNSET VIEW,1536,6730,1982,80,163,,Sold,,,http://www.redfin.com/FL/Pinellas-Park/3734-67th-Ave-N-33781/home/48220285,Stellar MLS,U8110442,N,Y,27.8326195,-82.6841623
PAST SALE,April-30-2021,Multi-Family (2-4 Unit),2834 Freemont Ter S,ST PETERSBURG,FL,33712,178000,4,2.0,EAST ROSELAWN,1304,3650,1959,27,137,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2834-Freemont-Ter-S-33712/home/48104959,Stellar MLS,A4494404,N,Y,27.764082,-82.671858
PAST SALE,,Multi-Family (2-4 Unit),13311 2nd St E,Madeira Beach,FL,33708,350000,,2.0,,1378,6094,1956,,254,,,,,http://www.redfin.com/FL/Madeira-Beach/13311-2nd-St-E-33708/home/48025764,,,N,Y,27.7910574,-82.7861898
PAST SALE,February-26-2021,Multi-Family (2-4 Unit),467 93rd Ave N,ST PETERSBURG,FL,33702,290000,,,BAYBRIDGE HEIGHTS,1352,6172,1973,90,214,,Sold,,,http://www.redfin.com/FL/St-Petersburg/467-93rd-Ave-N-33702/home/48065685,Stellar MLS,U8108678,N,Y,27.8568549,-82.6403469
PAST SALE,March-9-2021,Multi-Family (2-4 Unit),2621 40th Ave N,ST PETERSBURG,FL,33714,350000,,,CLEAR VISTA,1936,8438,1954,79,181,,Sold,,,http://www.redfin.com/FL/St-Petersburg/2621-40th-Ave-N-33714/home/47891332,Stellar MLS,U8111302,N,Y,27.808556,-82.6699243
PAST SALE,May-7-2021,Multi-Family (2-4 Unit),11682 116th St,SEMINOLE,FL,33778,260000,4,2.0,ORANGE BLOSSOM RIDGE,1600,8503,1971,20,163,,Sold,,,http://www.redfin.com/FL/Largo/11682-116th-St-33778/home/48031753,Stellar MLS,J927552,N,Y,27.8797303,-82.7991449
PAST SALE,April-12-2021,Multi-Family (2-4 Unit),3074 Pine Tree Ave Unit DUPLEX,LARGO,FL,33771,306500,5,2.0,LAKE PALMS SEC 3,1820,8281,1973,45,168,,Sold,,,http://www.redfin.com/FL/Largo/3074-Pine-Tree-Ave-33771/unit-DUPLEX/home/174782380,Stellar MLS,U8116380,N,Y,27.9115932,-82.755489
PAST SALE,April-12-2021,Multi-Family (2-4 Unit),1419 54th St S,GULFPORT,FL,33707,327000,3,2.0,PASADENA HEIGHTS,1426,5724,1974,45,229,,Sold,,,http://www.redfin.com/FL/Gulfport/1419-54th-St-S-33707/home/48155072,Stellar MLS,U8117044,N,Y,27.7564614,-82.706719
PAST SALE,,Multi-Family (2-4 Unit),911 9th Ave S,St. Petersburg,FL,33705,108500,,3.0,,1820,6116,1925,,60,,,,,http://www.redfin.com/FL/St-Petersburg/911-9th-Ave-S-33705/home/48127241,,,N,Y,27.7617832,-82.6473103
